section_code,section,contents,clause_title,clause_reference
R,R12,Mechanical Engineering Installations,"Hoists, Escalators And Conveyor Installations","Hoist, escalator and conveyor installations shall be given in accordance with rules of Clause R10."
R,R13,Mechanical Engineering Installations,"Material Handling, Disposal And Incineration Installations","Material handling, refuse disposal, waste compaction, incineration etc. given in accordance with foregoing rules."
R,R14,Mechanical Engineering Installations,Testing And Commissioning,"Testing and commissioning given as item with details of prescribed tests, requirements for instruments, appliances, performance logging, fuel, power, water etc."
R,R15,Mechanical Engineering Installations,"Drawings, Manuals And Training","Provision of fitted drawings, manuals, operative training etc. given as item."
R,R16,Mechanical Engineering Installations,Identification Markers,"Description deemed to include identification markers, indicators, labels, legend cards etc."
R,R17,Mechanical Engineering Installations,Replacement Parts,"Replacement parts, tool kits etc. shall be enumerated."
R,R18,Mechanical Engineering Installations,Works By Other Trades,Works by other trades integral with mechanical installations given per rules of relevant trades.
S,S1,Electrical and Electronic Installations,Electrical Installation Generally,"(a) Work grouped under headings: i. Main Switchgear; ii. Power-distribution; iii. Lighting; iv. Heating; v. Ventilation/air-conditioning; vi. Telephones; vii. Bells; viii. Clocks; ix. Sound-distribution; x. Signals; xi. Fire-alarms; xii. Burglar-alarms; xiii. Earthing conductors; xiv. Lightning conductors. (b) Particulars: i. Type of installation; ii. Regulations/rules/byelaws; iii. Material type (cast iron, sheet steel, copper etc.); iv. Quality; v. Gauge/thickness; vi. Tests required; vii. Type/voltage of supply and supply point location. (c) Assembly/jointing of composite units and jointing materials deemed included. Employer-supplied units described with assembly. (d) Patterns, moulds, templates deemed included. (e) Primed/painted before delivery so described. (f) Galvanised/plated/enamelled/anodised finishes described with timing. (g) Fixing method (nails, bolts, screws, plugs etc.) given in description. (h) Backgrounds grouped: i. Building-board; ii. Timber; iii. Metal/composition-faced timber; iv. Brickwork/concrete/stonework; v. Brickwork finished with glazed tiles; vi. Perforated metal; vii. Plain metal; viii. Glass. (j) Temporary work so described; removal/making good deemed included. (k) Adequate drawings/specifications provided with bill."
S,S2,Electrical and Electronic Installations,Equipment,"Equipment (prime-movers, generators, motors, fans, drives, batteries, rectifiers, breakers, transformers etc.) enumerated separately stating rated capacity and type. Cable-tail connections deemed included."
S,S3,Electrical and Electronic Installations,Control-Gear,"Control-gear (disconnecting boxes, isolators, changeovers, switch-fuses, distribution boards, contactors, starters, busbar chambers) enumerated separately stating rated capacity and type. Cable-tail connections deemed included."
S,S4,Electrical and Electronic Installations,Conduits,"(a) Conduits (measured over all boxes, fittings, short lengths, branches) given in linear metres stating type, external size, jointing method. Exposed unless described concealed. Saddles/crampets given in description. Bending, cutting, threading, jointing, fittings deemed included. (b) Conduit-boxes given in description stating size/type. Special boxes (adaptable, floor-trap, special) enumerated separately as extra stating type/size. (c) Flexible/extensible conduits measured fully extended given separately stating type, size, terminations. (d) Holes for entries in special boxes, trunking, accessories, control-gear, equipment deemed included. (e) Conduits embedded in screed or concrete described."
S,S5,Electrical and Electronic Installations,Trunking,"(a) Trunking (measured over all fillings, short lengths, branches) given in linear metres stating nominal size, compartments, jointing method. Earth continuity components deemed included. (b) Trunking fittings (stop-ends, bends, tees, crosses, offsets, reducers) enumerated separately as extra. Cutting/jointing to fittings deemed included. (c) Openings in trunking for entries from equipment/control-gear enumerated stating opening size, thickness, bushing type. (d) Pin-racks for supporting cables enumerated stating type and size."
S,S6,Electrical and Electronic Installations,Tray,"(a) Cable tray given in linear metres stating width, jointing method, fixing centres. (b) Stools enumerated stating size. (c) Tray fittings (bends, tees, crosses, offsets) enumerated separately as extra. Cutting/jointing deemed included."
S,S7,Electrical and Electronic Installations,Cables,"(a) Cables in conduits/ducts/trunking/tray measured as net length; others measured as laid without sag allowance. Allowance: i. 0.5 m per cable entering fitting/accessory; ii. 1 m per cable entering equipment/control-gear. (b) Cables given in linear metres stating type, size, method of installation. Colour-coded/marked cables described. Classified: i. Drawn into conduits/ducts; ii. Laid/drawn into trunking; iii. Laced into groups; iv. Fixed to surfaces; v. Wrapped round pipework; vi. Laid in trench; vii. Fixed to overhead insulators; viii. Suspended from catenaries. (c) Included: reading drawings, skinning ends, capping ends, providing draw-wires/cables, swabbing/clearing conduits etc. (d) Cables drawn into old conduits/ducts/trunking so described. Removing/replacing old covers deemed included."
S,S8,Electrical and Electronic Installations,Cable Joints,(a) Cable joints enumerated stating type/size. Joint/ sealing boxes described. Materials and heat deemed included. (b) Line-taps enumerated stating cable size/type. Shrouds described.
S,S9,Electrical and Electronic Installations,Cable Supports,"(a) Cable support components (saddles, cleats, clips, suspenders) given in description stating type and spacing. (b) D-irons, insulators etc. enumerated separately stating type and cable size/kind."
S,S10,Electrical and Electronic Installations,Cable-Termination Glands,"(a) Termination glands enumerated stating type/size of cable and gland. Insulation, jointing, lock-nuts, bushes deemed included. (b) Conduit/adaptable boxes enumerated separately stating type/size. Connector-blocks described. Cable-tail connections deemed included."
S,S11,Electrical and Electronic Installations,Cable Sleeves,"(a) Cable-sleeves (short metal/stoneware lengths) supplied for fixing through walls/floors/ceilings enumerated stating size, packing type. (b) Wall/floor/ceiling plates enumerated separately stating size. Plates fitted to sleeves given in sleeve description stating one/both ends."
S,S12,Electrical and Electronic Installations,Cable Protection,"Cable protection (slabs, sheeting) and warning devices (marker tapes) given in linear metres."
S,S13,Electrical and Electronic Installations,Earthing,"(a) Earthing tapes given in linear metres stating size. Saddles, cleats, clips etc. given in description stating type/spacing. (b) Conductor connections and junctions enumerated stating type/size. Jointing (tinning, sweating, rivets, bolts etc.) deemed included. (c) Radius bends enumerated as extra. Other bends deemed included. (d) Test-clamps enumerated stating type, size, connection method. (e) Earth-electrodes enumerated stating type/size. Driving and connecting deemed included. Excavation of pits per Section D."
S,S14,Electrical and Electronic Installations,Lightning Conductors,"(a) Lightning conductors given per earthing rules in S13. (b) Air termination points enumerated stating type, size, connection method."
S,S15,Electrical and Electronic Installations,Lighting Fittings,"(a) Pendant fittings enumerated stating length in 300 mm stages. Boxes, pattresses, roses, connectors, chains, hooks, holders etc. described. Bushes, nipples, lock-nuts, cable-tail connections deemed included. (b) Incandescent and fluorescent fittings enumerated separately stating type/size. Boxes, pattresses, connectors, chokes, starters, lampholders described. Bushes, nipples, lock-nuts, cable-tail connections deemed included. (c) Cold-cathode fittings and connections given as provisional/prime cost sum per A7. (d) Fixing employer-provided fittings enumerated stating type/size. Delivery, storage, handling, cable-tail connections deemed included. Additional wiring described. Ornamental/expensive fittings described with character/value. (e) Lamps enumerated stating type, wattage, voltage, cap. (f) Lamp-locks enumerated stating type/size. (g) Shades enumerated stating type/size."
S,S16,Electrical and Electronic Installations,"Clocks, Telephones, Alarms, Speakers And Immersion-Heaters","(a) Clocks, bells, geysers, heaters, thermostats, starters, motors, standby equipment, chargers, control panels, telephones, alarms, speakers etc. enumerated separately stating type/capacity. Boxes, pattresses, plates etc. described. Cable-tail connections deemed included. (b) Electric immersion-heaters given per Section Q. Connections enumerated stating capacity/wiring method."
S,S17,Electrical and Electronic Installations,Accessories,"Accessories (switches, sockets, outlets, connector points, thermostats, bell-pushes, signal units) enumerated in gangs stating rated capacity/type and number in gang. Boxes, pattresses, plates etc. described. Cable-tail connections deemed included."
S,S18,Electrical and Electronic Installations,Marking Positions,"Marking positions of holes, mortices, chases etc. in structure given as item for each installation. Where required during construction, particulars provided."
S,S19,Electrical and Electronic Installations,Identification Positions,"Plates, discs, labels for plant, equipment, cables, switches etc. enumerated separately. Charts giving keys thereto enumerated."
S,S20,Electrical and Electronic Installations,"Loose Keys, Tools And Spares","Loose keys, tools, spares enumerated separately stating type/quantity. Racks for tools enumerated stating size."
S,S21,Electrical and Electronic Installations,Electric Meters,Electric meters enumerated stating capacity/type. Cable-tail connections deemed included.
S,S22,Electrical and Electronic Installations,Connections To Mains,"Connecting cable ends to public mains, making good highways and similar works (by public authority) given as provisional/prime cost sum per A7."
S,S23,Electrical and Electronic Installations,Temporary Operation Of The Installation,"Temporary operation of each installation given as item stating attendant qualifications, duration (hours), purpose (lighting, heating, drying, humidity control) and insurance required. Providing current given as provisional/prime cost sum per A7."
S,S24,Electrical and Electronic Installations,Disconnecting And Refixing Equipment,"Disconnecting, setting aside and refixing equipment (radiators, convectors etc.) for convenience of other trades given as item with particulars."
S,S25,Electrical and Electronic Installations,Plans Of The Installation,Preparing plans or diagrams of the electrical installation as fitted shall be given as an item stating the kind of information to be shown and the number of copies required.
S,S26,Electrical and Electronic Installations,Testing The Installations,"Testing installations given as an item stating particulars of special insurance required. Provision of instruments, appliances, fuel, gas, water, electricity, lighting and attendance for tests deemed included."
S,S27,Electrical and Electronic Installations,Builder’S Work Generally,"Builder’s work in connection with electrical installations grouped under a heading. If required to be executed by electrician, described and billed with the installation."
S,S28,Electrical and Electronic Installations,Cable Trenches,"(a) Excavating cable trenches given in linear metres stating average depth to nearest 250 mm. Grading, planking, strutting, backfilling, compacting and disposal of spoil given in description. (b) Sand for bedding cables given in linear metres stating width and depth. (c) Cable covers in trenches given in linear metres stating type and size."
S,S29,Electrical and Electronic Installations,Cable Ducts And Inspection Chambers,"Duct-trenches, stoneware ducts and inspection chambers for underground cables given per drainage rules in Section V."
S,S30,Electrical and Electronic Installations,Bedding And Pointing,Bedding/pointing components or plant appliances enumerated stating size and composition/mix of bedding material.
S,S31,Electrical and Electronic Installations,Cutting And Pinning,"Cutting/pinning ends of supports for equipment, appliances, fittings, trunking, tray etc. enumerated."
S,S32,Electrical and Electronic Installations,Cutting Away And Making Good,"(a) In new structures: points enumerated stating conduit/cable concealed or exposed. Classified: i. Lighting points (with associated switch points); ii. Power points (with switch points); iii. Fire alarms, signals, bells (grouped, with associated push points); iv. Meters, isolators, boards, chambers (grouped). (b) In old structures: i. Holes for conduits, cables, trunking, tray given per relevant rules; ii. Mortices/sinkings enumerated stating size/structure; iii. Lifting/replacing old chequer plates in linear metres; iv. Lifting/replacing old floorboards in linear metres stating number of cables/conduits grouped; v. Cutting chases given in linear metres stating cable/conduit size and structure; vi. Cutting out old plaster/brick/concrete ≤300 mm wide and making good given in linear metres."
S,S33,Electrical and Electronic Installations,Pylons And Poles,"(a) Pylons, poles, brackets, stays etc. supporting cables enumerated stating size, fixing method and structure. (b) Boring/excavating holes for poles/stays enumerated stating depth, filling type and spoil treatment. (c) Excavating pits/forming concrete bases for pylons given per Sections D and F."
S,S34,Electrical and Electronic Installations,Metal Work,"Catenaries given in linear metres stating type/size. Eye-bolts, shackles, straining screws described with fixing method. Metalwork (frameworks, ladders, gantries, duct covers etc.) given per Section P rules."
S,S35,Electrical and Electronic Installations,Protection,"Where mineral insulated copper-covered cable used, protecting it given as additional item stating total length."
S,S36,Electrical and Electronic Installations,Electronic Installations,"Installations such as telecommunications, PA, CCTV, data transmission, access control, security, fire detection and building management given per appropriate sections."
T,T1,"Floor, Wall and Ceiling Finishings",Finishings Generally,"(a) Work grouped by material type with associated labours under headings. Waterproofing floor finishings see Section J. (b) Work/labours on external surfaces described. (c) Work/labours executed overhand described. (d) Repairs described; preparation of surfaces given in description. (e) Work on existing surfaces described stating thickness of dubbing. (f) Work to pattern/multi-colour described stating nature. (g) Curved, conical, spherical, elliptical work described with radius/radii. Curved labours described irrespective of radius. (h) Temporary rules, supports, screeds, templates deemed included."
T,T2,"Floor, Wall and Ceiling Finishings",In-Situ Finishings Generally,"(a) Particulars: i. Kind/material composition and mix; ii. Thickness (exclusive of keys/grooves/joints); iii. Number of coats (if not stated, contractor’s option); iv. Surface treatment (e.g. steel trowelled, wood floated); v. Base type (concrete, brickwork, blockwork, lathing, screed bed/backing). Similar grouped if composition/mix same. vi. Preparatory work (e.g. hacking concrete, bonding agents). vii. Special curing. (b) Measured by area in contact with base."
T,T3,"Floor, Wall and Ceiling Finishings",Floors And Pavings,"(a) Floors/pavings to falls, cross-falls, slopes ≤15° grouped; >15° described separately in sq.m. Intersections on cross-falls included. (b) Bays/panels included. (c) Floors laid in one operation with base concrete described. (d) Patterned floors described. (e) Floors with heating etc. described stating type/method."
T,T4,"Floor, Wall and Ceiling Finishings",Walls And Ceilings,"(a) Walls and ceilings given separately in sq.m. Battering walls, sloping ceilings, soffits of stairs described. (b) Ceilings/beams over 3.50 m above floor described stating height in 1.50 m stages. (c) Work behind skirtings treated as walls disregarding grounds. (d) Sides of columns included with walls. (e) Sides/soffits of beams grouped described. (f) Projecting quoins/plinths described. Plinth blocks enumerated stating size."
T,T5,"Floor, Wall and Ceiling Finishings",Staircases,"(a) Quarter/half-space landings grouped given in sq.m. Larger landings treated as floors. (b) Treads, risers, landing edges given separately in linear metres stating width. Undercut risers described. Arrises, nosings, moulds described with risers/edges. Ends/angles included. (c) Non-slip inserts given in linear metres as extra. (d) Flush bands/margins of contrasting colour given per T8(b). (e) Wall/open strings given separately in linear metres stating width. Ends/angles included. Ramps/wreathed corners enumerated separately. (f) Kerb-strings given in linear metres stating girth. Raking kerb-strings described. Arrises described. Ends/angles included. Ramps/wreathed corners enumerated separately."
T,T6,"Floor, Wall and Ceiling Finishings",Labours On Finishings,"(a) All joints/fair joints to abutments/boundaries included. (b) (i) Fair joints to flush edges of existing finishings given separately in linear metres. Preparing edges included. (ii) Coved joints described. (c) Internal angles included unless otherwise stated. (d) Fair, rounded, chamfered edges, arrises, chamfered ext. angles ≤25 mm, rounded ext. angles ≤25 mm radius, coved int. angles ≤25 mm radius, groins etc. included. (e) Quirks, beaded/moulded edges, ext. angles >25 mm, rounded ext. >25 mm, coved int. >25 mm each given separately in linear metres stating contour girth. Ends/angles included. (f) Finishings into duct-covers etc. given in linear metres as extra stating width in 100 mm stages. Finishings into insets, manhole covers, mats etc. enumerated separately stating size. (g) Making good around joists, pipes, bars, conduits, ducting, brackets, WC pedestals, springs, ventilators etc. included. (h) Dishing around gullies, outlets enumerated irrespective of size. (j) Mortices, sinkings enumerated stating size/purpose. (k) All mosaic cuttings included."
T,T7,"Floor, Wall and Ceiling Finishings",Dividing Strips,"Dividing strips given in linear metres stating size. Ends, angles, intersections included."
T,T8,"Floor, Wall and Ceiling Finishings","Skirtings, Bands And Margins","(a) Skirtings given in linear metres stating height. Raking/vertical skirtings described. Edges, beaded, moulded, coved junctions described. Ends, angles, ramps included. Flush skirtings formed in wall finishing treated per this clause. Stepped skirtings on stairs given separately. (b) Flush, raised, sunk bands/margins contrasting colour in floor/wall finishings given separately in linear metres stating width in 100 mm stages. Raking/vertical described. Ends, angles, intersections, ramps included."
T,T9,"Floor, Wall and Ceiling Finishings",Kerbs,"Kerbs given in linear metres stating girth. Raking/vertical kerbs described. Arrises, rounded edges, coves described. Ends, angles, intersections included."
T,T10,"Floor, Wall and Ceiling Finishings",Channels,"(a) Finishings into shallow channels given in linear metres as extra stating girth. Channels to falls described. Arrises described. Ends, angles, intersections included. (b) Linings to channels given in linear metres stating girth. Channels to falls described. Arrises, coves described. Ends, angles, intersections included."
T,T11,"Floor, Wall and Ceiling Finishings",Mouldings And Cornices,"(a) Architraves, mouldings, ribs, cornices measured on face given separately in linear metres stating visible contour girth. Undercut, raking, vertical described. Ends, angles, intersections included. (b) Cornices with bracketing described. (c) Cornices with flat/weathered tops described; width deemed part of contour girth. (d) Enrichments (recurring features) described. Ornaments (irregular features) enumerated stating size/character. Undercut enrichments/ornaments described."
T,T12,"Floor, Wall and Ceiling Finishings","Flush, Raised Or Sunk Panels","Flush, raised or sunk panels contrasting colour/material enumerated separately as extra stating size/shape."
T,T13,"Floor, Wall and Ceiling Finishings",Metal Beads,"Metal angle-beads, screed-beads and casing-beads in plasterwork each given separately in linear metres stating fixing method. Working plasterwork to beads included."
T,T14,"Floor, Wall and Ceiling Finishings",Ornaments,"Ornaments cast in situ, air gratings and similar enumerated including description of pattern, size and method used."
T,T15,"Floor, Wall and Ceiling Finishings",Metal Lathing,Metal lathing to receive in-situ finishes given in sq.m. Description deemed to include laps and holes.
T,T16,"Floor, Wall and Ceiling Finishings","Tile, Slab Or Block Finishings Generally","(a) Particulars: i. Kind of tile/slab/block (e.g. precast concrete, terrazzo, mosaic, asphalt, clayware, brick, stone, slate, marble, glass, plastics, woodblocks, metal, linoleum, cork, rubber). ii. Thickness/size; iii. Shape (if not rectangular); iv. Surface finish (glazed, polished, etc.); v. Bedding/fixing method and safeguards; vi. Joint layout; vii. Grouting/pointing; viii. Base nature (wood, screed, concrete, brickwork, blockwork); ix. Fixing method. (b) Temporary moulds deemed included. (c) Work measured as executed. (d) Patterned work described stating type."
T,T17,"Floor, Wall and Ceiling Finishings","Floors, Pavements, Walls Etc.","(a) Work to floors, pavements, walls, ceilings and staircases given per in-situ rules (T3, T4, T5). Glass coverings with labours (T16(d)(e)(g)(h)(j)(k)(n)) enumerated as units stating size. (b) Bent glass coverings enumerated stating size, radius/girth of bend and dimension bent."
T,T18,"Floor, Wall and Ceiling Finishings",Labours On Finishings,"(a) Square cutting included. (b) Raking/curved cutting given separately in linear metres except in patterns. Diagonal pattern perimeter cuttings given separately. (c) Plain block borders given in description; raking/curved cutting within border deemed included. (d) Fair, rebated, rounded, chamfered, splayed, bevelled edges given separately in linear metres. Ends/angles included, internal solid angles enumerated. (e) Moulded edges, grooves, flutes given separately in linear metres. Ends/angles included. (f) Cutting/fitting into duct covers etc. given separately in linear metres stating width. Insets, manhole covers, mats etc. enumerated separately stating size. Jointing to align with adjoining work included. (g) Cutting/fitting around joists, channels, angles etc. enumerated stating size. (h) Cutting/fitting around pipes, tubes, cables etc. enumerated stating member size per A4. (i) Cutting/fitting around ducting, brackets, WC pedestals etc. enumerated stating size. (j) Mortices, sinkings, notches, corners enumerated stating size/girth/purpose. (k) Dishing around gullies/outlets enumerated irrespective of size. (l) Mortices etc. enumerated separately. (m) Forming access panels enumerated stating size/method. (n) Labours on glass coverings given in description; bevel width stated. Holes in glass given in description, countersunk described. (o) Special edges/corners given in linear metres as extra."
T,T19,"Floor, Wall and Ceiling Finishings",Dividing Strips,"Dividing strips given in linear metres stating size. Ends, angles, intersections deemed included."
T,T20,"Floor, Wall and Ceiling Finishings","Skirtings, Bands, Margins And Sills","(a) Skirtings given in linear metres stating height. Raking/vertical skirtings described. Rounded/moulded edges, coved junctions described. Stone/slate/marble coved skirtings thickness includes projection. Ends, angles, ramps included. (b) Flush, raised, sunk bands/margins contrasting colour given separately in linear metres stating width. Raking/vertical described. Ends, angles, intersections included. (c) Sills etc. given in linear metres stating width/thickness. Rounded/moulded edges described. Ends/angles included."
T,T21,"Floor, Wall and Ceiling Finishings",Kerbs,(a) Kerbs given in linear metres stating girth. Raking/vertical described. Rounded edges/coves described. Angles/intersections included. (b) Ends of kerbs enumerated stating size. Rounded edges/coves described.
T,T22,"Floor, Wall and Ceiling Finishings",Channels,"Block/scum channels and linings given separately in linear metres stating width/depth. Channels to falls described. Rounded edges described. Ends, angles, intersections, outlets enumerated separately."
T,T23,"Floor, Wall and Ceiling Finishings",Covers And Mouldings,"Special tiles/slabs forming coved internal angles, rounded external angles, architraves, mouldings, ribs, cornices etc. given separately in linear metres stating extreme size. Raking/vertical members described. Ends, angles, intersections enumerated separately."
T,T24,"Floor, Wall and Ceiling Finishings","Flush, Raised Or Sunk Panels","Flush, raised or sunk panels contrasting colour/material enumerated separately as extra stating size/shape."
T,T25,"Floor, Wall and Ceiling Finishings",Plain Sheet Finishings,"(a) Particulars: i. Sheeting type (plywood, chipboard, plasterboard, fibreboard, asbestos-cement, plastic, linoleum, cork, rubber, steel, lead, zinc, aluminium, copper); ii. Thickness/quality; iii. Fixing method/treatment; iv. Base nature. (b) Work measured as executed. (c) Laps/seams given in description stating extent/type. No measurement allowance made, this stated."
T,T26,"Floor, Wall and Ceiling Finishings",Floor Finishings,Finishings to floors shall be given per in-situ rules in Clause T3.
T,T27,"Floor, Wall and Ceiling Finishings",Wall And Ceiling Finishings,"(a) Wall/ceiling finishings given separately per in-situ rules in T4. (b) Cover-strips over joints given in linear metres stating size. Ends, angles, intersections deemed included."
T,T28,"Floor, Wall and Ceiling Finishings",Labours On Finishings,"(a) Square cutting included. (b) Raking/curved cutting given separately in linear metres except within patterns. (c) Rounded/coved angles given separately in linear metres stating contour girth. (d) Cutting/fitting around pipes, tubes, cables etc. enumerated stating size in stages per A4. (e) Cutting/notching/fitting around ducting, brackets, WC pedestals etc. enumerated stating size. (f) Cutting around step profiles given in linear metres. (g) Openings of all sizes enumerated stating size. (h) Access panels enumerated as extra stating size and securing method."
T,T29,"Floor, Wall and Ceiling Finishings",Beds And Backings Generally,(a) Particulars: i. Composition/mix; ii. Thickness (exclusive of keys/grooves/joints); iii. Number of coats if >1; iv. Nature of base (per T2(b)(v)); v. Preparatory/special treatment. (b) Beds/backings measured by area in contact with base. (c) Reinforced beds/backings described.
T,T30,"Floor, Wall and Ceiling Finishings","Beds And Backings For Floor, Wall, Ceiling And Roof Finishes","(a) Screeds/beds/backings for finishes given per T3 and T4 stating type/covering. All labours in T6 deemed included. (b) Triangular/coved fillets at edges of screeds/beds given separately in linear metres stating size. (c) Shallow channels in beds given in linear metres as extra stating girth. Channels to falls described. Arrises, edges, outlets deemed included. (d) Linings to channels given in linear metres stating girth. Channels to falls described. Arrises, edges, outlets deemed included."
T,T31,"Floor, Wall and Ceiling Finishings",Lathing And Baseboarding Generally,(a) Particulars: i. Baseboarding type/thickness/treatment; ii. Metal lathing type/gauge/mesh/laps; iii. Fixing method. (b) Lathing/baseboarding measured by area covered.
T,T32,"Floor, Wall and Ceiling Finishings",Baseboarding,Baseboarding (e.g. plasterboarding) for wall/ceiling finishes given in description of applied finish. Raking/curved cutting/notching deemed included.
T,T33,"Floor, Wall and Ceiling Finishings",Metal Lathing,"(a) Metal lathing >300 mm wide given in sq.m. ≤300 mm wide (except voids) given in linear metres stating width in 100 mm stages; where voids, included in sq.m. (b) Raking/curved cutting given separately in linear metres. (c) Openings and cutting around pilasters, columns, pipes, conduits, cables, ducting, brackets, springs, ventilators etc. deemed included. (d) Steel runners given in linear metres stating size/fixing. Hangers enumerated stating size/length/fixing."
T,T34,"Floor, Wall and Ceiling Finishings",Suspended Plain Sheet Linings Generally,"(a) Particulars: i. Sheeting kind/thickness/quality; ii. Supporting metalwork size/spacing; iii. Hanger length; iv. Fixing structure nature; v. Securing method. (b) Linings measured overall on exposed faces, deemed to include metalwork/supports."
T,T35,"Floor, Wall and Ceiling Finishings","Wall, Ceiling And Roof Linings","(a) Linings >300 mm wide given in sq.m. ≤300 mm wide (except voids) given in linear metres stating width in 100 mm stages; where voids, included in sq.m. (b) Linings of ventilator/roof-light upstands described. (c) Roof linings described stating position (over/under purlins) and covering type. (d) Linings >3.50 m above floor described stating height in 1.50 m stages. (e) Square cutting included. (f) Raking/curved cutting given separately in linear metres except in patterns. (g) Cutting around step profiles given separately in linear metres. (h) Openings of all sizes enumerated stating size. (i) Access panels enumerated as extra stating size and securing method."
T,T36,"Floor, Wall and Ceiling Finishings",Metal Trim,"Metal trim at edges of linings given in linear metres stating size/fixing method. Ends, angles, intersections included."
T,T37,"Floor, Wall and Ceiling Finishings",Self-Finished Partitions,"Self-finished partitions (e.g. precast terrazzo, mosaic) given per precast concrete rules in Section F."
U,U1,Glazing,Glazing Generally,"(a) Work grouped by kind/quality of glass, each group with labours described per trade terms. (b) Templates deemed included. (c) Materials resembling glass given in accordance with rules for glass."
U,U2,Glazing,Panes General,"(a) Particulars: i. Kind/quality/type/thickness/size (thickness deemed nominal unless exact stated); ii. Glazing compound type; iii. Method of glazing (compound, springs, wood/metal beads, clips); iv. Securing beads/mouldings (brads, screws); v. Whether panes bedded in compound; vi. Sash/surround type (wood, metal, stone); vii. Glazing method and frame material. (b) Irregular panes measured as smallest rectangle enclosing shape, described. (c) Double-glazed lights not hermetically sealed described (each pane measured separately). (d) Georgian wired/patterned/decorated panes required to align described."
U,U3,Glazing,Glass Generally,"Sheet, rolled, cast, plate, float or toughened glass each given separately in sq.m stating thickness. Other panes classified: i. ≤0.10 sq.m stating number; ii. >0.10–0.50 sq.m; iii. >0.50 in 0.50 sq.m stages."
U,U4,Glazing,Labours On Glass Panes,"(a) Raking cutting included. (b) Curved cutting given in linear metres. (c) Blackened edges described. (d) Ground/polished/bevelled edges given separately in linear metres stating bevel width. Work on curved/bent panes described. Internal mitres, scallops, shapings enumerated separately. External mitres included. (e) Grinding, sandblasting, embossing (whole area measured) given in sq.m stating obscured/partly obscured. Embossing: type of acid work stated. Design work: full description stated. Panes ≤300 mm dimension stated in description."
U,U5,Glazing,Drilled Panes,"Drilled panes enumerated stating pane size, hole diameter and number. Countersunk holes described."
U,U6,Glazing,Bent Panes,"Bent panes enumerated stating size, bend radius/girth, whether bent in long, short or both dimensions."
U,U7,Glazing,Brilliant Cut Panes,Brilliant cut panes and other decorative panes enumerated separately stating decoration type and size.
U,U8,Glazing,Silvered Panes,Silvered panes enumerated stating size. Coloured and gold silvering described. Venetian treatments and protective coatings given in description.
U,U9,Glazing,Glass Jointing,"Glazing gaskets, cover beading, sealing joints with silicone etc. given separately in linear metres. Gasket/cover beading described. Moulded coshers to gaskets given as extra."
U,U10,Glazing,Hermetically Sealed Units,"Double/multiple factory-made hermetically sealed units enumerated stating size, type and altitude for fixing."
U,U11,Glazing,Glass Louvres,Glass louvres enumerated stating size; alternatively in linear metres stating width/number. Labours to edges given in description.
U,U12,Glazing,Bedding In Strip Material,Bedding edges of panes in strips/channels given in linear metres stating material.
U,U13,Glazing,Hacking Out,Hacking out old glass and preparing rebates measured by pane perimeter given in linear metres.
U,U14,Glazing,"Glass To Tops, Shelves And Doors","Glass enumerated stating size, thickness, method of fixing. Description includes labours to edges, holes, grips, screws, clips etc."
U,U15,Glazing,Lights Generally,"(a) Particulars per U2(a) plus: i. Pane type/section/width stating nominal/finished/reinforced; ii. Pane shape (rectangular, diamond, ornamental); iii. Average pane size; iv. Fixing method. (b) Lights measured overall as executed. Opening lights measured same as fixed. Irregular shapes measured as smallest rectangle enclosing them, described. (c) Lights required to align described. (d) Fire-resisting copper lights described stating authority whose requirements satisfied."
U,U16,Glazing,Lights In Openings,"(a) Leaded/copper lights >300 mm both dimensions given separately in sq.m. ≤300 mm one direction given in linear metres stating width. ≤300 mm both dimensions enumerated stating size. (b) Lights with shaped heads, trefoils, quatre-foils etc. below springing included with (a). Shaped heads above springing given in sq.m stating shape/number."
U,U17,Glazing,Labours On Glass In Lights,Raking/curved cutting on glass in lights deemed included.
U,U18,Glazing,Bent Lights,"Bent lights enumerated stating size, bend radius/girth, and whether bent in long, short or both dimensions."
U,U19,Glazing,Saddle Bars,"Saddle bars given in linear metres stating material, bar size and securing method."
U,U20,Glazing,Mirrors,"Mirrors enumerated stating size and fixing method. Coloured mirrors described. Protective coatings, holes, countersunk holes, brilliant cutting, polished/bevelled edges, rounded corners etc. given in description."
U,U21,Glazing,Patent Glazing,"(a) Patent glazing (measured over bars) given in sq.m stating bar length/spacing, beading nature (timber/metal/concrete) and span. Description includes cleats, bolts, plates. Classified: i. Roof; ii. Skylights; iii. Lantern lights (lean-to, gable-ended, hipped, domed, barrel); iv. Vertical surfaces. (b) Opening portions enumerated as extra stating size. Opening gear described stating type/fixing method."
U,U22,Glazing,Labours On Patent Glazing,Raking/curved cutting each given separately in linear metres.
U,U23,Glazing,Dome-Lights,"Dome-lights enumerated stating overall size, shape and fixing method."
V,V1,Painting and Decorating,Painting And Decorating Generally,"(a) Work grouped under headings: i. Internal work; ii. External work. (b) Work executed on members before fixing described. (c) Material applied by specific method described stating method. (d) Work measured by area covered; allowances made for edges, mouldings, panels, carvings etc."
